"Invoice ID",Branch,"Unit price",Quantity,Total,Date,Time,"Cost of goods sold","gross margin percentage","gross income",Rating
283-79-9594,B,48.51,7,356.5485,1/25/2019,13:30,339.57,4.761904762,16.9785,5.2
430-60-3493,A,94.88,7,697.368,2/3/2019,14:38,664.16,4.761904762,33.208,4.2
139-20-0155,B,40.3,10,423.15,1/24/2019,17:37,403,4.761904762,20.15,7
558-80-4082,C,27.85,7,204.6975,3/14/2019,17:20,194.95,4.761904762,9.7475,6
278-97-7759,A,62.48,1,65.604,2/18/2019,20:29,62.48,4.761904762,3.124,4.7
316-68-6352,A,36.36,2,76.356,1/21/2019,10:00,72.72,4.761904762,3.636,7.1
585-03-5943,B,18.11,10,190.155,3/13/2019,11:46,181.1,4.761904762,9.055,5.9
211-05-0490,C,51.92,5,272.58,3/3/2019,13:42,259.6,4.761904762,12.98,7.5
727-75-6477,C,28.84,4,121.128,3/29/2019,14:44,115.36,4.761904762,5.768,6.4
744-02-5987,A,78.38,6,493.794,1/10/2019,14:16,470.28,4.761904762,23.514,5.8
307-83-9164,A,60.01,4,252.042,1/25/2019,15:54,240.04,4.761904762,12.002,4.5
779-06-0012,C,88.61,1,93.0405,1/19/2019,10:21,88.61,4.761904762,4.4305,7.7
446-47-6729,C,99.82,2,209.622,1/2/2019,18:09,199.64,4.761904762,9.982,6.7
573-10-3877,B,39.01,1,40.9605,3/12/2019,16:46,39.01,4.761904762,1.9505,4.7
735-06-4124,C,48.61,1,51.0405,2/25/2019,15:31,48.61,4.761904762,2.4305,4.4
439-54-7422,A,51.19,4,214.998,3/18/2019,17:15,204.76,4.761904762,10.238,4.7
396-90-2219,B,14.96,8,125.664,2/23/2019,12:29,119.68,4.761904762,5.984,8.6
411-77-0180,A,72.2,7,530.67,3/26/2019,20:14,505.4,4.761904762,25.27,4.3
286-01-5402,A,40.23,7,295.6905,3/30/2019,13:22,281.61,4.761904762,14.0805,9.6
803-17-8013,A,88.79,8,745.836,2/17/2019,17:09,710.32,4.761904762,35.516,4.1
512-98-1403,A,26.48,3,83.412,3/21/2019,10:40,79.44,4.761904762,3.972,4.7
848-42-2560,A,81.91,2,172.011,3/5/2019,17:43,163.82,4.761904762,8.191,7.8
532-59-7201,B,79.93,6,503.559,1/31/2019,14:04,479.58,4.761904762,23.979,5.5
181-94-6432,C,69.33,2,145.593,2/5/2019,19:05,138.66,4.761904762,6.933,9.7
870-76-1733,A,14.23,5,74.7075,2/1/2019,10:08,71.15,4.761904762,3.5575,4.4
423-64-4619,A,15.55,9,146.9475,3/7/2019,13:12,139.95,4.761904762,6.9975,5
227-07-4446,C,78.13,10,820.365,2/10/2019,20:51,781.3,4.761904762,39.065,4.4
174-36-3675,C,99.37,2,208.677,2/14/2019,17:29,198.74,4.761904762,9.937,5.2
428-83-5800,C,21.08,3,66.402,2/9/2019,10:25,63.24,4.761904762,3.162,7.3
603-07-0961,C,74.79,5,392.6475,1/10/2019,11:34,373.95,4.761904762,18.6975,4.9
704-20-4138,C,29.67,7,218.0745,3/11/2019,18:58,207.69,4.761904762,10.3845,8.1
787-15-1757,C,44.07,4,185.094,2/18/2019,16:28,176.28,4.761904762,8.814,8.4
649-11-3678,C,22.93,9,216.6885,2/26/2019,20:26,206.37,4.761904762,10.3185,5.5
622-20-1945,C,39.42,1,41.391,1/18/2019,15:08,39.42,4.761904762,1.971,8.4
372-94-8041,A,15.26,6,96.138,2/15/2019,18:03,91.56,4.761904762,4.578,9.8
563-91-7120,A,61.77,5,324.2925,3/8/2019,13:21,308.85,4.761904762,15.4425,6.7
746-54-5508,A,21.52,6,135.576,1/17/2019,12:48,129.12,4.761904762,6.456,9.4
276-54-0879,B,97.74,4,410.508,3/12/2019,19:53,390.96,4.761904762,19.548,6.4
815-11-1168,A,99.78,5,523.845,3/9/2019,19:09,498.9,4.761904762,24.945,5.4
719-76-3868,C,94.26,4,395.892,3/12/2019,16:30,377.04,4.761904762,18.852,8.6
730-61-8757,B,51.13,4,214.746,1/25/2019,10:11,204.52,4.761904762,10.226,4
340-66-0321,A,36.36,4,152.712,3/25/2019,13:07,145.44,4.761904762,7.272,7.6
868-81-1752,B,22.02,9,208.089,2/7/2019,18:48,198.18,4.761904762,9.909,6.8
634-97-8956,A,32.9,3,103.635,2/17/2019,17:27,98.7,4.761904762,4.935,9.1
566-71-1091,A,77.02,5,404.355,2/3/2019,15:59,385.1,4.761904762,19.255,5.5
442-48-3607,A,23.48,2,49.308,3/14/2019,11:21,46.96,4.761904762,2.348,7.9
835-16-0096,C,14.7,5,77.175,3/24/2019,13:48,73.5,4.761904762,3.675,8.5
527-09-6272,A,28.45,5,149.3625,3/21/2019,10:17,142.25,4.761904762,7.1125,9.1
898-04-2717,A,76.4,9,721.98,3/19/2019,15:49,687.6,4.761904762,34.38,7.5
692-27-8933,B,57.95,6,365.085,2/24/2019,13:02,347.7,4.761904762,17.385,5.2
633-09-3463,C,47.65,3,150.0975,3/28/2019,12:58,142.95,4.761904762,7.1475,9.5
374-17-3652,B,42.82,9,404.649,2/5/2019,15:26,385.38,4.761904762,19.269,8.9
378-07-7001,B,48.09,3,151.4835,2/10/2019,18:23,144.27,4.761904762,7.2135,7.8
433-75-6987,B,55.97,7,411.3795,3/5/2019,19:06,391.79,4.761904762,19.5895,8.9
873-95-4984,B,76.9,7,565.215,2/15/2019,20:21,538.3,4.761904762,26.915,7.7
416-13-5917,C,97.03,5,509.4075,1/30/2019,16:24,485.15,4.761904762,24.2575,9.3
150-89-8043,A,44.65,3,140.6475,2/14/2019,15:04,133.95,4.761904762,6.6975,6.2
135-84-8019,A,77.93,9,736.4385,2/27/2019,16:10,701.37,4.761904762,35.0685,7.6
441-94-7118,A,71.95,1,75.5475,2/4/2019,12:14,71.95,4.761904762,3.5975,7.3
725-96-3778,C,89.25,8,749.7,1/20/2019,10:13,714,4.761904762,35.7,4.7
531-80-1784,A,26.02,7,191.247,3/28/2019,17:38,182.14,4.761904762,9.107,5.1
400-45-1220,B,13.5,10,141.75,2/27/2019,11:06,135,4.761904762,6.75,4.8
860-79-0874,C,99.3,10,1042.65,2/15/2019,14:53,993,4.761904762,49.65,6.6
834-61-8124,A,51.69,7,379.9215,1/26/2019,18:22,361.83,4.761904762,18.0915,5.5
115-99-4379,B,54.73,7,402.2655,3/14/2019,19:02,383.11,4.761904762,19.1555,8.5
565-67-6697,B,27,9,255.15,3/2/2019,14:16,243,4.761904762,12.15,4.8
320-49-6392,C,30.24,1,31.752,3/4/2019,15:44,30.24,4.761904762,1.512,8.4
889-04-9723,B,89.14,4,374.388,1/7/2019,12:20,356.56,4.761904762,17.828,7.8
632-90-0281,C,37.55,10,394.275,3/8/2019,20:01,375.5,4.761904762,18.775,9.3
554-42-2417,C,95.44,10,1002.12,1/9/2019,13:45,954.4,4.761904762,47.72,5.2
453-63-6187,B,27.5,3,86.625,3/1/2019,15:40,82.5,4.761904762,4.125,6.5
578-80-7669,B,74.97,1,78.7185,3/16/2019,16:58,74.97,4.761904762,3.7485,5.6
612-36-5536,A,80.96,8,680.064,2/17/2019,11:12,647.68,4.761904762,32.384,7.4
605-72-4132,C,94.47,8,793.548,2/27/2019,15:12,755.76,4.761904762,37.788,9.1
471-41-2823,C,99.79,2,209.559,3/7/2019,20:37,199.58,4.761904762,9.979,8
462-67-9126,A,73.22,6,461.286,1/21/2019,17:44,439.32,4.761904762,21.966,7.2
272-27-9238,C,41.24,4,173.208,2/19/2019,16:23,164.96,4.761904762,8.248,7.1
834-25-9262,C,81.68,4,343.056,1/6/2019,12:12,326.72,4.761904762,16.336,9.1
122-61-9553,C,51.32,9,484.974,3/14/2019,19:33,461.88,4.761904762,23.094,5.6
468-88-0009,A,65.94,4,276.948,3/24/2019,10:29,263.76,4.761904762,13.188,6
613-59-9758,C,14.36,10,150.78,1/27/2019,14:28,143.6,4.761904762,7.18,5.4
254-31-0042,A,21.5,9,203.175,3/6/2019,12:46,193.5,4.761904762,9.675,7.8
201-86-2184,B,26.26,7,193.011,2/2/2019,19:40,183.82,4.761904762,9.191,9.9
261-12-8671,B,60.96,2,128.016,1/25/2019,19:39,121.92,4.761904762,6.096,4.9
730-70-9830,C,70.11,6,441.693,3/14/2019,17:54,420.66,4.761904762,21.033,5.2
382-25-8917,C,42.08,6,265.104,1/29/2019,12:25,252.48,4.761904762,12.624,8.9
422-29-8786,A,67.09,5,352.2225,1/3/2019,16:47,335.45,4.761904762,16.7725,9.1
667-23-5919,A,96.7,5,507.675,1/14/2019,12:52,483.5,4.761904762,24.175,7
843-01-4703,B,35.38,9,334.341,1/5/2019,19:50,318.42,4.761904762,15.921,9.6
743-88-1662,C,95.49,7,701.8515,2/22/2019,18:17,668.43,4.761904762,33.4215,8.7
595-86-2894,C,96.98,4,407.316,2/6/2019,17:20,387.92,4.761904762,19.396,9.4
182-69-8360,B,23.65,4,99.33,1/30/2019,13:32,94.6,4.761904762,4.73,4
289-15-7034,A,82.33,4,345.786,1/11/2019,10:37,329.32,4.761904762,16.466,7.5
462-78-5240,C,26.61,2,55.881,3/19/2019,14:35,53.22,4.761904762,2.661,4.2
868-52-7573,B,99.69,5,523.3725,1/14/2019,12:09,498.45,4.761904762,24.9225,9.9
153-58-4872,C,74.89,4,314.538,3/1/2019,15:32,299.56,4.761904762,14.978,4.2
662-72-2873,A,40.94,5,214.935,1/6/2019,13:58,204.7,4.761904762,10.235,9.9
525-88-7307,B,75.82,1,79.611,1/31/2019,13:19,75.82,4.761904762,3.791,5.8
689-16-9784,C,46.77,6,294.651,3/11/2019,13:37,280.62,4.761904762,14.031,6
725-56-0833,A,32.32,10,339.36,2/20/2019,16:49,323.2,4.761904762,16.16,10
394-41-0748,C,54.07,9,510.9615,1/27/2019,14:55,486.63,4.761904762,24.3315,9.5
596-42-3999,B,18.22,7,133.917,3/10/2019,14:04,127.54,4.761904762,6.377,6.6
541-89-9860,C,80.48,3,253.512,2/15/2019,12:31,241.44,4.761904762,12.072,8.1
173-82-9529,B,37.95,10,398.475,1/26/2019,14:51,379.5,4.761904762,18.975,9.7
563-36-9814,A,76.82,1,80.661,2/13/2019,18:27,76.82,4.761904762,3.841,7.2
308-47-4913,A,52.26,10,548.73,3/9/2019,12:45,522.6,4.761904762,26.13,6.2
885-17-6250,A,79.74,1,83.727,3/6/2019,10:36,79.74,4.761904762,3.987,7.3
726-27-2396,A,77.5,5,406.875,1/24/2019,20:36,387.5,4.761904762,19.375,4.3
316-01-3952,A,54.27,5,284.9175,3/13/2019,14:16,271.35,4.761904762,13.5675,4.6
760-54-1821,B,13.59,9,128.4255,3/15/2019,10:26,122.31,4.761904762,6.1155,5.8
793-10-3222,B,41.06,6,258.678,3/5/2019,13:30,246.36,4.761904762,12.318,8.3
346-12-3257,B,19.24,9,181.818,3/4/2019,16:28,173.16,4.761904762,8.658,8
110-05-6330,C,39.43,6,248.409,3/25/2019,20:18,236.58,4.761904762,11.829,9.4
651-61-0874,C,46.22,4,194.124,3/12/2019,20:04,184.88,4.761904762,9.244,6.2
236-86-3015,C,13.98,1,14.679,2/4/2019,13:38,13.98,4.761904762,0.699,9.8
831-64-0259,B,39.75,5,208.6875,2/22/2019,10:43,198.75,4.761904762,9.9375,9.6
587-03-7455,C,97.79,7,718.7565,2/16/2019,17:30,684.53,4.761904762,34.2265,4.9
882-40-4577,A,67.26,4,282.492,1/19/2019,15:28,269.04,4.761904762,13.452,8
732-67-5346,A,13.79,5,72.3975,1/11/2019,19:07,68.95,4.761904762,3.4475,7.8
725-32-9708,B,68.71,4,288.582,1/4/2019,19:01,274.84,4.761904762,13.742,4.1
256-08-8343,A,56.53,4,237.426,3/4/2019,19:48,226.12,4.761904762,11.306,5.5
372-26-1506,C,23.82,5,125.055,1/28/2019,19:24,119.1,4.761904762,5.955,5.4
244-08-0162,B,34.21,10,359.205,1/2/2019,13:00,342.1,4.761904762,17.105,5.1
569-71-4390,B,21.87,2,45.927,1/25/2019,14:29,43.74,4.761904762,2.187,6.9
132-23-6451,A,20.97,5,110.0925,1/4/2019,13:21,104.85,4.761904762,5.2425,7.8
696-90-2548,A,25.84,3,81.396,3/10/2019,18:55,77.52,4.761904762,3.876,6.6
472-15-9636,A,50.93,8,427.812,3/22/2019,19:36,407.44,4.761904762,20.372,9.2
268-03-6164,B,96.11,1,100.9155,1/25/2019,16:28,96.11,4.761904762,4.8055,7.8
750-57-9686,C,45.38,4,190.596,1/8/2019,13:48,181.52,4.761904762,9.076,8.7
186-09-3669,C,81.51,1,85.5855,1/22/2019,10:57,81.51,4.761904762,4.0755,9.2
848-07-1692,B,57.22,2,120.162,1/12/2019,17:13,114.44,4.761904762,5.722,8.3
745-71-3520,A,25.22,7,185.367,2/4/2019,10:23,176.54,4.761904762,8.827,8.2
266-76-6436,C,38.6,3,121.59,3/28/2019,13:57,115.8,4.761904762,5.79,7.5
740-22-2500,C,84.05,3,264.7575,1/23/2019,13:29,252.15,4.761904762,12.6075,9.8
271-88-8734,C,97.21,10,1020.705,2/8/2019,13:00,972.1,4.761904762,48.605,8.7
301-81-8610,B,25.42,8,213.528,3/19/2019,19:42,203.36,4.761904762,10.168,6.7
489-64-4354,C,16.28,1,17.094,3/9/2019,15:36,16.28,4.761904762,0.814,5
198-84-7132,B,40.61,9,383.7645,1/2/2019,13:40,365.49,4.761904762,18.2745,7
269-10-8440,A,53.17,7,390.7995,1/21/2019,18:01,372.19,4.761904762,18.6095,8.9
650-98-6268,B,20.87,3,65.7405,3/20/2019,13:53,62.61,4.761904762,3.1305,8
741-73-3559,B,67.27,5,353.1675,2/27/2019,17:27,336.35,4.761904762,16.8175,6.9
286-75-7818,B,69.08,2,145.068,1/31/2019,19:48,138.16,4.761904762,6.908,6.9
574-57-9721,C,43.27,2,90.867,3/8/2019,16:53,86.54,4.761904762,4.327,5.7
459-50-7686,A,23.46,6,147.798,1/13/2019,19:14,140.76,4.761904762,7.038,6.4
616-87-0016,B,95.54,7,702.219,3/9/2019,14:36,668.78,4.761904762,33.439,9.6
837-55-7229,B,47.44,1,49.812,2/22/2019,18:19,47.44,4.761904762,2.372,6.8
751-69-0068,C,99.24,9,937.818,3/19/2019,19:09,893.16,4.761904762,44.658,9
257-73-1380,C,82.93,4,348.306,1/20/2019,16:51,331.72,4.761904762,16.586,9.6
345-08-4992,A,33.99,6,214.137,3/8/2019,15:37,203.94,4.761904762,10.197,7.7
549-96-4200,C,17.04,4,71.568,3/8/2019,20:15,68.16,4.761904762,3.408,7
810-60-6344,C,40.86,8,343.224,2/7/2019,14:38,326.88,4.761904762,16.344,6.5
450-28-2866,C,17.44,5,91.56,1/15/2019,19:25,87.2,4.761904762,4.36,8.1
394-30-3170,B,88.43,8,742.812,3/22/2019,19:35,707.44,4.761904762,35.372,4.3
138-17-5109,A,89.21,9,843.0345,1/15/2019,15:42,802.89,4.761904762,40.1445,6.5
192-98-7397,C,12.78,1,13.419,1/8/2019,14:11,12.78,4.761904762,0.639,9.5
301-11-9629,A,19.1,7,140.385,1/15/2019,10:43,133.7,4.761904762,6.685,9.7
390-80-5128,B,19.15,1,20.1075,1/28/2019,17:58,19.15,4.761904762,0.9575,9.5
235-46-8343,C,27.66,10,290.43,2/14/2019,11:26,276.6,4.761904762,13.83,8.9
453-12-7053,C,45.74,3,144.081,3/10/2019,17:38,137.22,4.761904762,6.861,6.5
296-11-7041,B,27.07,1,28.4235,1/12/2019,20:07,27.07,4.761904762,1.3535,5.3
449-27-2918,B,39.12,1,41.076,3/26/2019,11:02,39.12,4.761904762,1.956,9.6
891-01-7034,B,74.71,6,470.673,1/1/2019,19:07,448.26,4.761904762,22.413,6.7
744-09-5786,B,22.01,6,138.663,1/2/2019,18:50,132.06,4.761904762,6.603,7.6
727-17-0390,A,63.61,5,333.9525,3/16/2019,12:43,318.05,4.761904762,15.9025,4.8
568-88-3448,A,25,1,26.25,3/3/2019,15:09,25,4.761904762,1.25,5.5
187-83-5490,A,20.77,4,87.234,1/31/2019,13:47,83.08,4.761904762,4.154,4.7
767-54-1907,B,29.56,5,155.19,2/13/2019,16:59,147.8,4.761904762,7.39,6.9
710-46-4433,B,77.4,9,731.43,2/15/2019,14:15,696.6,4.761904762,34.83,4.5
533-33-5337,B,79.39,10,833.595,2/7/2019,20:24,793.9,4.761904762,39.695,6.2
325-90-8763,C,46.57,10,488.985,1/27/2019,13:58,465.7,4.761904762,23.285,7.6
729-46-7422,C,35.89,1,37.6845,2/23/2019,16:52,35.89,4.761904762,1.7945,7.9
639-76-1242,C,40.52,5,212.73,2/3/2019,15:19,202.6,4.761904762,10.13,4.5
234-03-4040,B,73.05,10,767.025,3/3/2019,12:25,730.5,4.761904762,36.525,8.7
326-71-2155,C,73.95,4,310.59,2/3/2019,10:02,295.8,4.761904762,14.79,6.1
320-32-8842,C,22.62,1,23.751,3/17/2019,18:58,22.62,4.761904762,1.131,6.4
470-32-9057,A,51.34,5,269.535,3/28/2019,15:31,256.7,4.761904762,12.835,9.1
878-30-2331,C,54.55,10,572.775,3/2/2019,11:22,545.5,4.761904762,27.275,7.1
440-59-5691,C,37.15,7,273.0525,2/8/2019,13:12,260.05,4.761904762,13.0025,7.7
554-53-3790,B,37.02,6,233.226,3/22/2019,18:33,222.12,4.761904762,11.106,4.5
746-19-0921,C,21.58,1,22.659,2/9/2019,10:02,21.58,4.761904762,1.079,7.2
233-34-0817,C,98.84,1,103.782,2/15/2019,11:21,98.84,4.761904762,4.942,8.4
767-05-1286,C,83.77,6,527.751,1/23/2019,12:10,502.62,4.761904762,25.131,5.4
340-21-9136,A,40.05,4,168.21,1/25/2019,11:40,160.2,4.761904762,8.01,9.7
405-31-3305,A,43.13,10,452.865,2/2/2019,18:31,431.3,4.761904762,21.565,5.5
731-59-7531,B,72.57,8,609.588,3/30/2019,17:58,580.56,4.761904762,29.028,4.6
676-39-6028,A,64.44,5,338.31,3/30/2019,17:04,322.2,4.761904762,16.11,6.6
502-05-1910,A,65.18,3,205.317,2/25/2019,20:35,195.54,4.761904762,9.777,6.3
485-30-8700,A,33.26,5,174.615,3/18/2019,16:10,166.3,4.761904762,8.315,4.2
598-47-9715,C,84.07,4,353.094,3/7/2019,16:54,336.28,4.761904762,16.814,4.4
701-69-8742,B,34.37,10,360.885,3/16/2019,10:11,343.7,4.761904762,17.185,6.7
575-67-1508,A,38.6,1,40.53,1/29/2019,11:26,38.6,4.761904762,1.93,6.7
541-08-3113,C,65.97,8,554.148,2/2/2019,20:29,527.76,4.761904762,26.388,8.4
246-11-3901,C,32.8,10,344.4,2/15/2019,12:12,328,4.761904762,16.4,6.2
674-15-9296,A,37.14,5,194.985,1/8/2019,13:05,185.7,4.761904762,9.285,5
305-18-3552,B,60.38,10,633.99,2/12/2019,16:19,603.8,4.761904762,30.19,6
493-65-6248,C,36.98,10,388.29,1/1/2019,19:48,369.8,4.761904762,18.49,7
438-01-4015,B,49.49,4,207.858,3/21/2019,15:25,197.96,4.761904762,9.898,6.6
709-58-4068,B,41.09,10,431.445,2/28/2019,14:42,410.9,4.761904762,20.545,7.3
795-49-7276,A,37.15,4,156.03,3/23/2019,18:59,148.6,4.761904762,7.43,8.3
556-72-8512,C,22.96,1,24.108,1/30/2019,20:47,22.96,4.761904762,1.148,4.3
627-95-3243,B,77.68,9,734.076,2/4/2019,13:21,699.12,4.761904762,34.956,9.8
686-41-0932,B,34.7,2,72.87,3/13/2019,19:48,69.4,4.761904762,3.47,8.2
510-09-5628,A,19.66,10,206.43,3/15/2019,18:20,196.6,4.761904762,9.83,7.2
608-04-3797,B,25.32,8,212.688,3/5/2019,20:24,202.56,4.761904762,10.128,8.7
148-82-2527,C,12.12,10,127.26,3/5/2019,13:44,121.2,4.761904762,6.06,8.4
437-53-3084,B,99.89,2,209.769,2/26/2019,11:48,199.78,4.761904762,9.989,7.1
632-32-4574,B,75.92,8,637.728,3/20/2019,14:14,607.36,4.761904762,30.368,5.5
556-97-7101,C,63.22,2,132.762,1/1/2019,15:51,126.44,4.761904762,6.322,8.5
862-59-8517,C,90.24,6,568.512,1/27/2019,11:17,541.44,4.761904762,27.072,6.2
401-18-8016,B,98.13,1,103.0365,1/21/2019,17:36,98.13,4.761904762,4.9065,8.9
420-18-8989,A,51.52,8,432.768,2/2/2019,15:47,412.16,4.761904762,20.608,9.6
277-63-2961,B,73.97,1,77.6685,2/3/2019,15:53,73.97,4.761904762,3.6985,5.4
573-98-8548,C,31.9,1,33.495,1/5/2019,12:40,31.9,4.761904762,1.595,9.1
620-02-2046,C,69.4,2,145.74,1/27/2019,19:48,138.8,4.761904762,6.94,9
282-35-2475,B,93.31,2,195.951,3/25/2019,17:53,186.62,4.761904762,9.331,6.3
511-54-3087,B,88.45,1,92.8725,2/25/2019,16:36,88.45,4.761904762,4.4225,9.5
726-29-6793,A,24.18,8,203.112,1/28/2019,20:54,193.44,4.761904762,9.672,9.8
387-49-4215,B,48.5,3,152.775,1/8/2019,12:50,145.5,4.761904762,7.275,6.7
862-17-9201,B,84.05,6,529.515,1/29/2019,10:48,504.3,4.761904762,25.215,7.7
291-21-5991,B,61.29,5,321.7725,3/29/2019,14:28,306.45,4.761904762,15.3225,7
602-80-9671,C,15.95,6,100.485,2/9/2019,17:15,95.7,4.761904762,4.785,5.1
347-72-6115,B,90.74,7,666.939,1/16/2019,18:03,635.18,4.761904762,31.759,6.2
209-61-0206,A,42.91,5,225.2775,1/5/2019,17:29,214.55,4.761904762,10.7275,6.1
595-27-4851,A,54.28,7,398.958,1/27/2019,18:05,379.96,4.761904762,18.998,9.3
189-52-0236,A,99.55,7,731.6925,3/14/2019,12:07,696.85,4.761904762,34.8425,7.6
503-07-0930,C,58.39,7,429.1665,2/23/2019,19:49,408.73,4.761904762,20.4365,8.2
413-20-6708,C,51.47,1,54.0435,3/18/2019,15:52,51.47,4.761904762,2.5735,8.5
425-85-2085,B,54.86,5,288.015,3/29/2019,16:48,274.3,4.761904762,13.715,9.8
521-18-7827,C,39.39,5,206.7975,1/22/2019,20:46,196.95,4.761904762,9.8475,8.7
220-28-1851,A,34.73,2,72.933,3/1/2019,18:14,69.46,4.761904762,3.473,9.7
600-38-9738,C,71.92,5,377.58,1/17/2019,15:05,359.6,4.761904762,17.98,4.3
734-91-1155,B,45.71,3,143.9865,3/26/2019,10:34,137.13,4.761904762,6.8565,7.7
451-28-5717,C,83.17,6,523.971,3/20/2019,11:23,499.02,4.761904762,24.951,7.3
609-81-8548,A,37.44,6,235.872,2/6/2019,13:55,224.64,4.761904762,11.232,5.9
133-14-7229,C,62.87,2,132.027,1/1/2019,11:43,125.74,4.761904762,6.287,5
534-01-4457,A,81.71,6,514.773,1/27/2019,14:36,490.26,4.761904762,24.513,8
719-89-8991,A,91.41,5,479.9025,2/25/2019,16:03,457.05,4.761904762,22.8525,7.1
286-62-6248,B,39.21,4,164.682,1/16/2019,20:03,156.84,4.761904762,7.842,9
339-38-9982,B,59.86,2,125.706,1/13/2019,14:55,119.72,4.761904762,5.986,6.7
827-44-5872,B,54.36,10,570.78,2/7/2019,11:28,543.6,4.761904762,27.18,6.1
827-77-7633,A,98.09,9,926.9505,2/17/2019,19:41,882.81,4.761904762,44.1405,9.3
287-83-1405,A,25.43,6,160.209,2/12/2019,19:01,152.58,4.761904762,7.629,7
435-13-4908,A,86.68,8,728.112,1/24/2019,18:04,693.44,4.761904762,34.672,7.2
857-67-9057,B,22.95,10,240.975,2/6/2019,19:20,229.5,4.761904762,11.475,8.2
236-27-1144,C,16.31,9,154.1295,3/26/2019,10:31,146.79,4.761904762,7.3395,8.4
892-05-6689,A,28.32,5,148.68,3/11/2019,13:28,141.6,4.761904762,7.08,6.2
583-41-4548,C,16.67,7,122.5245,2/7/2019,11:36,116.69,4.761904762,5.8345,7.4
339-12-4827,B,73.96,1,77.658,1/5/2019,11:32,73.96,4.761904762,3.698,5
643-38-7867,A,97.94,1,102.837,3/7/2019,11:44,97.94,4.761904762,4.897,6.9
308-81-0538,A,73.05,4,306.81,2/25/2019,17:16,292.2,4.761904762,14.61,4.9
358-88-9262,C,87.48,6,551.124,2/1/2019,18:43,524.88,4.761904762,26.244,5.1
460-35-4390,A,30.68,3,96.642,1/22/2019,11:00,92.04,4.761904762,4.602,9.1
343-87-0864,C,75.88,1,79.674,1/3/2019,10:30,75.88,4.761904762,3.794,7.1
173-50-1108,B,20.18,4,84.756,2/13/2019,12:14,80.72,4.761904762,4.036,5
243-47-2663,C,18.77,6,118.251,1/28/2019,16:43,112.62,4.761904762,5.631,5.5
841-18-8232,B,71.2,1,74.76,1/5/2019,20:40,71.2,4.761904762,3.56,9.2
701-23-5550,B,38.81,4,163.002,3/19/2019,13:40,155.24,4.761904762,7.762,4.9
647-50-1224,A,29.42,10,308.91,1/12/2019,16:23,294.2,4.761904762,14.71,8.9
541-48-8554,A,60.95,9,575.9775,1/7/2019,12:08,548.55,4.761904762,27.4275,6
539-21-7227,B,51.54,5,270.585,1/26/2019,17:45,257.7,4.761904762,12.885,4.2
213-32-1216,A,66.06,6,416.178,1/23/2019,10:28,396.36,4.761904762,19.818,7.3
747-58-7183,B,57.27,3,180.4005,2/9/2019,20:31,171.81,4.761904762,8.5905,6.5
582-52-8065,B,54.31,9,513.2295,2/22/2019,10:49,488.79,4.761904762,24.4395,8.9
210-57-1719,B,58.24,9,550.368,2/5/2019,12:34,524.16,4.761904762,26.208,9.7
399-69-4630,C,22.21,6,139.923,3/7/2019,10:23,133.26,4.761904762,6.663,8.6
134-75-2619,A,19.32,7,142.002,3/25/2019,18:51,135.24,4.761904762,6.762,6.9
356-44-8813,B,37.48,3,118.062,1/20/2019,13:45,112.44,4.761904762,5.622,7.7
198-66-9832,B,72.04,2,151.284,2/4/2019,19:38,144.08,4.761904762,7.204,9.5
283-26-5248,C,98.52,10,1034.46,1/30/2019,20:23,985.2,4.761904762,49.26,4.5
712-39-0363,A,41.66,6,262.458,1/2/2019,15:24,249.96,4.761904762,12.498,5.6
218-59-9410,A,72.42,3,228.123,3/29/2019,16:54,217.26,4.761904762,10.863,8.2
866-99-7614,C,89.2,10,936.6,2/11/2019,15:42,892,4.761904762,44.6,4.4
134-54-4720,B,42.42,8,356.328,1/30/2019,13:58,339.36,4.761904762,16.968,5.7
760-90-2357,A,74.51,6,469.413,3/20/2019,15:08,447.06,4.761904762,22.353,5
514-37-2845,B,99.25,2,208.425,3/20/2019,13:02,198.5,4.761904762,9.925,9
698-98-5964,A,81.21,10,852.705,1/17/2019,13:01,812.1,4.761904762,40.605,6.3
718-57-9773,C,49.33,10,517.965,2/3/2019,16:40,493.3,4.761904762,24.665,9.4
651-88-7328,A,65.74,9,621.243,1/1/2019,13:55,591.66,4.761904762,29.583,7.7
241-11-2261,B,79.86,7,586.971,1/10/2019,10:33,559.02,4.761904762,27.951,5.5
408-26-9866,C,73.98,7,543.753,3/2/2019,16:42,517.86,4.761904762,25.893,4.1
834-83-1826,B,82.04,5,430.71,2/25/2019,17:16,410.2,4.761904762,20.51,7.6
343-61-3544,B,26.67,10,280.035,1/29/2019,11:48,266.7,4.761904762,13.335,8.6
239-48-4278,A,10.13,7,74.4555,3/10/2019,19:35,70.91,4.761904762,3.5455,8.3
355-34-6244,B,72.39,2,152.019,1/13/2019,19:55,144.78,4.761904762,7.239,8.1
550-84-8664,A,85.91,5,451.0275,3/22/2019,14:33,429.55,4.761904762,21.4775,8.6
339-96-8318,B,81.31,7,597.6285,3/1/2019,19:49,569.17,4.761904762,28.4585,6.3
458-61-0011,B,60.3,4,253.26,2/20/2019,18:43,241.2,4.761904762,12.06,5.8
592-34-6155,C,31.77,4,133.434,1/14/2019,14:43,127.08,4.761904762,6.354,6.2
797-88-0493,A,64.27,4,269.934,3/26/2019,13:54,257.08,4.761904762,12.854,7.7
