"Invoice ID",City,"Customer type",Gender,"Product line",Payment
132-23-6451,Yangon,Member,Male,"Health and beauty",Cash
696-90-2548,Yangon,Normal,Male,"Sports and travel",Ewallet
472-15-9636,Yangon,Normal,Male,"Home and lifestyle",Ewallet
268-03-6164,Mandalay,Normal,Male,"Health and beauty",Ewallet
750-57-9686,Naypyitaw,Normal,Female,"Home and lifestyle","Credit card"
186-09-3669,Naypyitaw,Member,Female,"Health and beauty",Ewallet
848-07-1692,Mandalay,Normal,Female,"Health and beauty",Ewallet
745-71-3520,Yangon,Member,Female,"Electronic accessories",Cash
266-76-6436,Naypyitaw,Member,Female,"Food and beverages",Ewallet
740-22-2500,Naypyitaw,Normal,Female,"Electronic accessories",Cash
271-88-8734,Naypyitaw,Member,Female,"Fashion accessories","Credit card"
301-81-8610,Mandalay,Member,Male,"Fashion accessories","Credit card"
489-64-4354,Naypyitaw,Normal,Male,"Fashion accessories",Cash
198-84-7132,Mandalay,Member,Male,"Fashion accessories",Cash
269-10-8440,Yangon,Member,Male,"Health and beauty",Cash
650-98-6268,Mandalay,Member,Female,"Food and beverages","Credit card"
741-73-3559,Mandalay,Normal,Male,"Sports and travel",Cash
325-77-6186,Yangon,Member,Female,"Home and lifestyle",Ewallet
286-75-7818,Mandalay,Normal,Male,"Fashion accessories","Credit card"
574-57-9721,Naypyitaw,Normal,Male,"Food and beverages",Ewallet
459-50-7686,Yangon,Normal,Female,"Electronic accessories",Ewallet
616-87-0016,Mandalay,Normal,Male,"Fashion accessories","Credit card"
837-55-7229,Mandalay,Normal,Female,"Fashion accessories","Credit card"
751-69-0068,Naypyitaw,Normal,Male,"Sports and travel",Ewallet
257-73-1380,Naypyitaw,Member,Male,"Sports and travel",Ewallet
345-08-4992,Yangon,Normal,Male,"Home and lifestyle","Credit card"
549-96-4200,Naypyitaw,Member,Male,"Food and beverages",Ewallet
810-60-6344,Naypyitaw,Normal,Female,"Electronic accessories","Credit card"
450-28-2866,Naypyitaw,Member,Male,"Food and beverages",Cash
394-30-3170,Mandalay,Member,Female,"Sports and travel","Credit card"
138-17-5109,Yangon,Member,Female,"Home and lifestyle","Credit card"
192-98-7397,Naypyitaw,Normal,Male,"Fashion accessories",Ewallet
301-11-9629,Yangon,Normal,Female,"Sports and travel",Cash
390-80-5128,Mandalay,Member,Female,"Health and beauty","Credit card"
235-46-8343,Naypyitaw,Member,Male,"Food and beverages","Credit card"
453-12-7053,Naypyitaw,Normal,Male,"Fashion accessories","Credit card"
296-11-7041,Mandalay,Member,Female,"Health and beauty","Credit card"
449-27-2918,Mandalay,Member,Female,"Sports and travel","Credit card"
891-01-7034,Mandalay,Normal,Female,"Electronic accessories",Cash
744-09-5786,Mandalay,Normal,Male,"Electronic accessories",Cash
727-17-0390,Yangon,Normal,Female,"Food and beverages",Ewallet
568-88-3448,Yangon,Normal,Male,"Health and beauty",Ewallet
187-83-5490,Yangon,Member,Male,"Electronic accessories",Cash
767-54-1907,Mandalay,Member,Female,"Fashion accessories",Cash
710-46-4433,Mandalay,Member,Female,"Food and beverages","Credit card"
533-33-5337,Mandalay,Normal,Male,"Electronic accessories",Cash
325-90-8763,Naypyitaw,Member,Female,"Electronic accessories",Cash
729-46-7422,Naypyitaw,Normal,Male,"Food and beverages","Credit card"
639-76-1242,Naypyitaw,Normal,Male,"Food and beverages",Cash
234-03-4040,Mandalay,Member,Female,"Food and beverages","Credit card"
326-71-2155,Naypyitaw,Normal,Female,"Sports and travel",Cash
320-32-8842,Naypyitaw,Member,Female,"Food and beverages",Cash
470-32-9057,Yangon,Member,Male,"Food and beverages","Credit card"
878-30-2331,Naypyitaw,Member,Female,"Sports and travel","Credit card"
440-59-5691,Naypyitaw,Member,Female,"Health and beauty","Credit card"
554-53-3790,Mandalay,Normal,Male,"Sports and travel",Cash
746-19-0921,Naypyitaw,Normal,Male,"Food and beverages",Ewallet
233-34-0817,Naypyitaw,Member,Female,"Electronic accessories",Cash
767-05-1286,Naypyitaw,Member,Female,"Home and lifestyle",Ewallet
340-21-9136,Yangon,Member,Female,"Sports and travel",Cash
405-31-3305,Yangon,Member,Male,"Fashion accessories","Credit card"
731-59-7531,Mandalay,Member,Male,"Health and beauty",Cash
676-39-6028,Yangon,Member,Female,"Electronic accessories",Cash
502-05-1910,Yangon,Normal,Male,"Health and beauty","Credit card"
485-30-8700,Yangon,Normal,Female,"Sports and travel","Credit card"
598-47-9715,Naypyitaw,Normal,Male,"Electronic accessories",Ewallet
701-69-8742,Mandalay,Normal,Male,"Sports and travel",Ewallet
575-67-1508,Yangon,Normal,Male,"Electronic accessories",Ewallet
541-08-3113,Naypyitaw,Normal,Male,"Food and beverages",Cash
246-11-3901,Naypyitaw,Normal,Female,"Electronic accessories",Cash
674-15-9296,Yangon,Normal,Male,"Sports and travel",Ewallet
305-18-3552,Mandalay,Member,Male,"Home and lifestyle",Cash
493-65-6248,Naypyitaw,Member,Female,"Sports and travel","Credit card"
438-01-4015,Mandalay,Member,Female,"Sports and travel",Ewallet
709-58-4068,Mandalay,Normal,Female,"Fashion accessories",Cash
795-49-7276,Yangon,Normal,Male,"Fashion accessories",Ewallet
556-72-8512,Naypyitaw,Normal,Male,"Home and lifestyle",Cash
627-95-3243,Mandalay,Member,Female,"Home and lifestyle",Ewallet
686-41-0932,Mandalay,Normal,Female,"Fashion accessories",Ewallet
510-09-5628,Yangon,Member,Female,"Fashion accessories","Credit card"
608-04-3797,Mandalay,Member,Female,"Health and beauty",Ewallet
148-82-2527,Naypyitaw,Member,Female,"Home and lifestyle","Credit card"
437-53-3084,Mandalay,Normal,Male,"Fashion accessories",Ewallet
632-32-4574,Mandalay,Normal,Male,"Sports and travel",Cash
556-97-7101,Naypyitaw,Normal,Female,"Electronic accessories",Cash
862-59-8517,Naypyitaw,Normal,Female,"Food and beverages",Cash
401-18-8016,Mandalay,Member,Female,"Sports and travel",Cash
420-18-8989,Yangon,Member,Female,"Sports and travel",Cash
277-63-2961,Mandalay,Member,Male,"Sports and travel","Credit card"
573-98-8548,Naypyitaw,Member,Female,"Fashion accessories",Ewallet
620-02-2046,Naypyitaw,Normal,Male,"Home and lifestyle",Ewallet
282-35-2475,Mandalay,Normal,Female,"Sports and travel",Cash
511-54-3087,Mandalay,Normal,Male,"Sports and travel","Credit card"
726-29-6793,Yangon,Member,Male,"Electronic accessories",Ewallet
387-49-4215,Mandalay,Member,Female,"Sports and travel",Cash
862-17-9201,Mandalay,Normal,Female,"Food and beverages","Credit card"
291-21-5991,Mandalay,Member,Male,"Health and beauty",Cash
602-80-9671,Naypyitaw,Member,Female,"Home and lifestyle","Credit card"
347-72-6115,Mandalay,Member,Female,"Sports and travel","Credit card"
209-61-0206,Yangon,Normal,Female,"Home and lifestyle",Ewallet
595-27-4851,Yangon,Normal,Female,"Fashion accessories",Ewallet
189-52-0236,Yangon,Normal,Male,"Electronic accessories",Cash
503-07-0930,Naypyitaw,Member,Male,"Sports and travel","Credit card"
413-20-6708,Naypyitaw,Member,Female,"Fashion accessories",Ewallet
425-85-2085,Mandalay,Member,Male,"Health and beauty",Ewallet
521-18-7827,Naypyitaw,Member,Male,"Home and lifestyle","Credit card"
220-28-1851,Yangon,Normal,Male,"Home and lifestyle",Ewallet
600-38-9738,Naypyitaw,Member,Male,"Sports and travel","Credit card"
734-91-1155,Mandalay,Normal,Female,"Electronic accessories","Credit card"
451-28-5717,Naypyitaw,Member,Female,"Home and lifestyle",Cash
609-81-8548,Yangon,Member,Female,"Home and lifestyle","Credit card"
133-14-7229,Naypyitaw,Normal,Male,"Health and beauty",Cash
534-01-4457,Yangon,Normal,Male,"Food and beverages","Credit card"
719-89-8991,Yangon,Member,Female,"Sports and travel",Ewallet
286-62-6248,Mandalay,Normal,Male,"Fashion accessories","Credit card"
339-38-9982,Mandalay,Member,Male,"Fashion accessories",Ewallet
827-44-5872,Mandalay,Member,Female,"Food and beverages","Credit card"
827-77-7633,Yangon,Normal,Male,"Sports and travel",Cash
287-83-1405,Yangon,Normal,Male,"Health and beauty",Ewallet
435-13-4908,Yangon,Member,Male,"Fashion accessories","Credit card"
857-67-9057,Mandalay,Normal,Male,"Electronic accessories",Ewallet
236-27-1144,Naypyitaw,Normal,Female,"Food and beverages",Ewallet
892-05-6689,Yangon,Normal,Female,"Home and lifestyle",Ewallet
583-41-4548,Naypyitaw,Normal,Male,"Home and lifestyle",Ewallet
339-12-4827,Mandalay,Member,Female,"Fashion accessories","Credit card"
643-38-7867,Yangon,Normal,Male,"Home and lifestyle",Ewallet
308-81-0538,Yangon,Normal,Female,"Fashion accessories","Credit card"
358-88-9262,Naypyitaw,Member,Female,"Food and beverages",Ewallet
460-35-4390,Yangon,Normal,Male,"Home and lifestyle",Ewallet
343-87-0864,Naypyitaw,Member,Male,"Health and beauty","Credit card"
173-50-1108,Mandalay,Member,Female,"Sports and travel","Credit card"
243-47-2663,Naypyitaw,Member,Male,"Electronic accessories","Credit card"
841-18-8232,Mandalay,Normal,Female,"Food and beverages","Credit card"
701-23-5550,Mandalay,Member,Male,"Home and lifestyle",Ewallet
647-50-1224,Yangon,Normal,Female,"Fashion accessories",Ewallet
541-48-8554,Yangon,Normal,Male,"Sports and travel","Credit card"
539-21-7227,Mandalay,Normal,Female,"Sports and travel",Cash
213-32-1216,Yangon,Normal,Female,"Electronic accessories",Cash
747-58-7183,Mandalay,Normal,Male,"Fashion accessories",Ewallet
582-52-8065,Mandalay,Normal,Female,"Fashion accessories",Cash
210-57-1719,Mandalay,Normal,Female,"Health and beauty",Cash
399-69-4630,Naypyitaw,Normal,Male,"Electronic accessories","Credit card"
134-75-2619,Yangon,Member,Male,"Electronic accessories",Cash
356-44-8813,Mandalay,Normal,Male,"Home and lifestyle","Credit card"
198-66-9832,Mandalay,Member,Female,"Fashion accessories",Cash
283-26-5248,Naypyitaw,Member,Female,"Food and beverages",Ewallet
712-39-0363,Yangon,Member,Male,"Food and beverages",Ewallet
218-59-9410,Yangon,Member,Female,"Home and lifestyle",Ewallet
174-75-0888,Mandalay,Normal,Male,"Electronic accessories",Cash
866-99-7614,Naypyitaw,Normal,Male,"Food and beverages","Credit card"
134-54-4720,Mandalay,Normal,Female,"Electronic accessories",Ewallet
760-90-2357,Yangon,Member,Male,"Electronic accessories",Ewallet
514-37-2845,Mandalay,Normal,Male,"Fashion accessories",Cash
698-98-5964,Yangon,Normal,Female,"Food and beverages","Credit card"
718-57-9773,Naypyitaw,Normal,Female,"Sports and travel","Credit card"
651-88-7328,Yangon,Normal,Female,"Fashion accessories",Cash
241-11-2261,Mandalay,Normal,Female,"Fashion accessories","Credit card"
408-26-9866,Naypyitaw,Normal,Female,"Sports and travel",Ewallet
834-83-1826,Mandalay,Member,Female,"Home and lifestyle","Credit card"
343-61-3544,Mandalay,Member,Male,"Sports and travel",Cash
239-48-4278,Yangon,Member,Male,"Food and beverages",Ewallet
355-34-6244,Mandalay,Normal,Male,"Food and beverages","Credit card"
550-84-8664,Yangon,Normal,Male,"Sports and travel","Credit card"
339-96-8318,Mandalay,Member,Male,"Fashion accessories",Ewallet
458-61-0011,Mandalay,Normal,Male,"Food and beverages",Cash
592-34-6155,Naypyitaw,Normal,Male,"Food and beverages",Ewallet
797-88-0493,Yangon,Normal,Female,"Health and beauty",Cash
207-73-1363,Mandalay,Normal,Male,"Health and beauty",Ewallet
390-31-6381,Naypyitaw,Normal,Male,"Food and beverages",Cash
443-82-0585,Yangon,Member,Female,"Health and beauty",Cash
339-18-7061,Naypyitaw,Member,Female,"Fashion accessories","Credit card"
359-90-3665,Mandalay,Member,Female,"Fashion accessories","Credit card"
375-72-3056,Mandalay,Normal,Male,"Sports and travel",Ewallet
127-47-6963,Yangon,Normal,Male,"Health and beauty","Credit card"
278-86-2735,Yangon,Normal,Female,"Food and beverages",Cash
695-28-6250,Yangon,Normal,Female,"Sports and travel",Ewallet
379-17-6588,Naypyitaw,Normal,Male,"Fashion accessories",Cash
227-50-3718,Yangon,Normal,Male,"Health and beauty",Cash
302-15-2162,Naypyitaw,Member,Male,"Health and beauty","Credit card"
788-07-8452,Naypyitaw,Member,Female,"Home and lifestyle",Ewallet
560-49-6611,Yangon,Member,Female,"Sports and travel",Cash
880-35-0356,Yangon,Member,Female,"Sports and travel",Ewallet
585-11-6748,Mandalay,Member,Male,"Sports and travel",Cash
470-31-3286,Mandalay,Normal,Male,"Health and beauty","Credit card"
152-68-2907,Yangon,Normal,Male,"Food and beverages","Credit card"
123-35-4896,Naypyitaw,Normal,Female,"Sports and travel",Ewallet
258-69-7810,Naypyitaw,Normal,Female,"Fashion accessories",Cash
334-64-2006,Yangon,Member,Female,"Home and lifestyle",Ewallet
219-61-4139,Naypyitaw,Normal,Male,"Electronic accessories",Ewallet
881-41-7302,Naypyitaw,Normal,Female,"Fashion accessories","Credit card"
373-09-4567,Naypyitaw,Normal,Male,"Food and beverages",Ewallet
642-30-6693,Mandalay,Normal,Female,"Sports and travel",Ewallet
484-22-8230,Naypyitaw,Member,Female,"Fashion accessories",Cash
830-58-2383,Mandalay,Normal,Male,"Home and lifestyle",Cash
559-98-9873,Yangon,Member,Female,"Fashion accessories",Ewallet
544-32-5024,Naypyitaw,Member,Female,"Food and beverages","Credit card"
318-12-0304,Yangon,Normal,Male,"Fashion accessories",Ewallet
349-97-8902,Mandalay,Member,Male,"Food and beverages",Ewallet
421-95-9805,Yangon,Normal,Female,"Electronic accessories","Credit card"
277-35-5865,Naypyitaw,Member,Female,"Food and beverages",Cash
789-23-8625,Mandalay,Member,Male,"Fashion accessories",Cash
284-54-4231,Naypyitaw,Member,Male,"Sports and travel","Credit card"
443-59-0061,Yangon,Member,Male,"Food and beverages",Ewallet
509-29-3912,Yangon,Member,Female,"Sports and travel",Ewallet
327-40-9673,Mandalay,Member,Male,"Sports and travel",Cash
840-19-2096,Naypyitaw,Member,Male,"Electronic accessories",Ewallet
828-46-6863,Yangon,Member,Male,"Food and beverages","Credit card"
641-96-3695,Naypyitaw,Member,Female,"Fashion accessories",Ewallet
420-97-3340,Yangon,Normal,Female,"Food and beverages","Credit card"
436-54-4512,Yangon,Member,Female,"Food and beverages",Cash
670-79-6321,Mandalay,Member,Female,"Home and lifestyle","Credit card"
852-62-7105,Mandalay,Normal,Female,"Fashion accessories","Credit card"
598-06-7312,Mandalay,Member,Male,"Fashion accessories",Cash
135-13-8269,Mandalay,Member,Female,"Food and beverages",Cash
816-57-2053,Yangon,Normal,Male,"Sports and travel",Ewallet
628-90-8624,Mandalay,Member,Male,"Health and beauty",Cash
856-66-2701,Yangon,Member,Male,"Home and lifestyle",Ewallet
308-39-1707,Yangon,Normal,Female,"Fashion accessories","Credit card"
149-61-1929,Yangon,Normal,Male,"Sports and travel","Credit card"
655-07-2265,Yangon,Normal,Male,"Electronic accessories",Ewallet
589-02-8023,Yangon,Member,Male,"Food and beverages","Credit card"
420-04-7590,Mandalay,Normal,Male,"Home and lifestyle",Ewallet
182-88-2763,Mandalay,Member,Male,"Food and beverages","Credit card"
188-55-0967,Mandalay,Member,Male,"Health and beauty","Credit card"
610-46-4100,Yangon,Normal,Male,"Health and beauty","Credit card"
318-81-2368,Naypyitaw,Normal,Female,"Electronic accessories",Cash
364-33-8584,Mandalay,Member,Female,"Food and beverages",Cash
665-63-9737,Mandalay,Normal,Male,"Fashion accessories",Ewallet
695-09-5146,Mandalay,Member,Female,"Food and beverages",Ewallet
155-45-3814,Naypyitaw,Member,Female,"Electronic accessories",Ewallet
794-32-2436,Mandalay,Member,Male,"Electronic accessories",Ewallet
131-15-8856,Naypyitaw,Member,Female,"Food and beverages","Credit card"
273-84-2164,Naypyitaw,Member,Male,"Electronic accessories",Ewallet
706-36-6154,Yangon,Member,Male,"Home and lifestyle",Ewallet
778-89-7974,Naypyitaw,Normal,Male,"Health and beauty",Cash
574-31-8277,Mandalay,Member,Male,"Fashion accessories",Cash
859-71-0933,Naypyitaw,Member,Female,"Sports and travel",Cash
740-11-5257,Naypyitaw,Normal,Male,"Electronic accessories",Cash
369-82-2676,Mandalay,Normal,Male,"Electronic accessories",Ewallet
563-47-4072,Mandalay,Normal,Female,"Health and beauty",Cash
742-04-5161,Yangon,Member,Male,"Home and lifestyle",Cash
149-15-7606,Mandalay,Member,Male,"Sports and travel",Ewallet
133-77-3154,Mandalay,Member,Male,"Fashion accessories","Credit card"
169-52-4504,Yangon,Normal,Female,"Electronic accessories","Credit card"
250-81-7186,Naypyitaw,Normal,Female,"Electronic accessories","Credit card"
562-12-5430,Yangon,Member,Female,"Fashion accessories",Ewallet
816-72-8853,Yangon,Member,Female,"Sports and travel",Cash
491-38-3499,Yangon,Member,Male,"Fashion accessories","Credit card"
322-02-2271,Mandalay,Normal,Female,"Sports and travel",Cash
842-29-4695,Naypyitaw,Member,Male,"Sports and travel","Credit card"
725-67-2480,Mandalay,Member,Female,"Fashion accessories","Credit card"
641-51-2661,Naypyitaw,Member,Female,"Food and beverages","Credit card"
714-02-3114,Naypyitaw,Normal,Female,"Sports and travel",Cash
518-17-2983,Yangon,Normal,Female,"Fashion accessories",Ewallet
779-42-2410,Mandalay,Member,Male,"Food and beverages",Ewallet
190-14-3147,Mandalay,Normal,Female,"Health and beauty",Ewallet
408-66-6712,Naypyitaw,Member,Female,"Health and beauty",Ewallet
679-22-6530,Mandalay,Normal,Female,"Sports and travel","Credit card"
588-47-8641,Yangon,Member,Male,"Fashion accessories",Ewallet
642-61-4706,Mandalay,Member,Male,"Food and beverages",Cash
576-31-4774,Mandalay,Normal,Female,"Health and beauty",Ewallet
556-41-6224,Naypyitaw,Normal,Male,"Health and beauty","Credit card"
811-03-8790,Yangon,Normal,Female,"Electronic accessories","Credit card"
242-11-3142,Mandalay,Member,Male,"Fashion accessories",Cash
752-23-3760,Mandalay,Member,Female,"Sports and travel","Credit card"
274-05-5470,Yangon,Member,Female,"Food and beverages",Cash
648-94-3045,Naypyitaw,Normal,Male,"Health and beauty",Ewallet
130-67-4723,Yangon,Member,Male,"Food and beverages",Ewallet
528-87-5606,Mandalay,Member,Female,"Electronic accessories",Cash
320-85-2052,Mandalay,Normal,Female,"Sports and travel","Credit card"
370-96-0655,Naypyitaw,Normal,Female,"Fashion accessories",Ewallet
105-10-6182,Yangon,Member,Male,"Fashion accessories",Ewallet
510-79-0415,Mandalay,Member,Female,"Sports and travel",Ewallet
241-96-5076,Mandalay,Member,Female,"Home and lifestyle","Credit card"
767-97-4650,Mandalay,Member,Female,"Sports and travel","Credit card"
648-83-1321,Yangon,Member,Male,"Home and lifestyle",Cash
173-57-2300,Naypyitaw,Member,Male,"Sports and travel",Cash
305-03-2383,Yangon,Normal,Female,"Food and beverages",Cash
394-55-6384,Naypyitaw,Member,Female,"Sports and travel",Cash
266-20-6657,Naypyitaw,Member,Male,"Food and beverages",Ewallet
689-05-1884,Yangon,Member,Male,"Health and beauty",Cash
196-01-2849,Naypyitaw,Member,Female,"Fashion accessories",Cash
372-62-5264,Naypyitaw,Normal,Female,"Food and beverages",Cash
800-09-8606,Yangon,Member,Female,"Home and lifestyle",Cash
182-52-7000,Yangon,Member,Female,"Sports and travel",Ewallet
826-58-8051,Mandalay,Normal,Male,"Home and lifestyle",Ewallet
868-06-0466,Yangon,Member,Male,"Electronic accessories","Credit card"
751-41-9720,Naypyitaw,Normal,Male,"Home and lifestyle",Ewallet
626-43-7888,Naypyitaw,Normal,Female,"Fashion accessories",Ewallet
176-64-7711,Mandalay,Normal,Male,"Food and beverages","Credit card"
191-29-0321,Mandalay,Member,Female,"Fashion accessories","Credit card"
729-06-2010,Mandalay,Member,Male,"Health and beauty",Cash
640-48-5028,Mandalay,Member,Female,"Home and lifestyle",Cash
186-79-9562,Mandalay,Normal,Male,"Health and beauty",Cash
834-45-5519,Mandalay,Normal,Female,"Electronic accessories",Ewallet
162-65-8559,Naypyitaw,Member,Male,"Food and beverages",Cash
760-27-5490,Naypyitaw,Normal,Male,"Fashion accessories",Ewallet
445-30-9252,Yangon,Normal,Male,"Sports and travel",Ewallet
786-94-2700,Yangon,Member,Male,"Food and beverages",Cash
728-88-7867,Naypyitaw,Member,Female,"Home and lifestyle",Ewallet
183-21-3799,Naypyitaw,Normal,Female,"Electronic accessories",Ewallet
268-20-3585,Naypyitaw,Normal,Female,"Health and beauty",Ewallet
735-32-9839,Naypyitaw,Member,Male,"Fashion accessories",Ewallet
258-92-7466,Yangon,Normal,Female,"Health and beauty","Credit card"
857-16-3520,Yangon,Member,Female,"Fashion accessories",Ewallet
482-17-1179,Yangon,Member,Male,"Electronic accessories","Credit card"
788-21-5741,Yangon,Normal,Male,"Fashion accessories","Credit card"
821-14-9046,Mandalay,Member,Female,"Fashion accessories","Credit card"
418-05-0656,Mandalay,Normal,Female,"Fashion accessories",Cash
678-79-0726,Naypyitaw,Member,Female,"Sports and travel",Cash
776-68-1096,Mandalay,Normal,Male,"Home and lifestyle","Credit card"
592-46-1692,Naypyitaw,Member,Female,"Food and beverages",Cash
434-35-9162,Mandalay,Member,Male,"Food and beverages",Ewallet
149-14-0304,Naypyitaw,Member,Female,"Health and beauty",Cash
442-44-6497,Naypyitaw,Member,Male,"Home and lifestyle","Credit card"
174-64-0215,Mandalay,Normal,Male,"Sports and travel","Credit card"
210-74-9613,Naypyitaw,Normal,Male,"Fashion accessories",Ewallet
299-29-0180,Mandalay,Member,Female,"Home and lifestyle",Cash
247-11-2470,Yangon,Member,Female,"Fashion accessories","Credit card"
635-28-5728,Yangon,Normal,Male,"Health and beauty",Ewallet
756-49-0168,Yangon,Member,Male,"Fashion accessories",Ewallet
438-23-1242,Mandalay,Normal,Male,"Electronic accessories",Ewallet
238-45-6950,Mandalay,Member,Male,"Food and beverages",Ewallet
607-65-2441,Naypyitaw,Member,Male,"Health and beauty","Credit card"
386-27-7606,Naypyitaw,Member,Female,"Home and lifestyle","Credit card"
137-63-5492,Naypyitaw,Normal,Male,"Electronic accessories",Ewallet
197-77-7132,Mandalay,Member,Male,"Electronic accessories",Ewallet
805-86-0265,Yangon,Normal,Male,"Home and lifestyle",Cash
733-29-1227,Naypyitaw,Normal,Male,"Home and lifestyle",Cash
451-73-2711,Naypyitaw,Normal,Male,"Food and beverages",Ewallet
373-14-0504,Yangon,Member,Female,"Sports and travel",Ewallet
546-80-2899,Yangon,Member,Male,"Home and lifestyle",Ewallet
345-68-9016,Naypyitaw,Member,Female,"Sports and travel","Credit card"
390-17-5806,Naypyitaw,Member,Female,"Food and beverages",Cash
457-13-1708,Mandalay,Member,Male,"Fashion accessories","Credit card"
664-14-2882,Naypyitaw,Member,Female,"Home and lifestyle","Credit card"
487-79-6868,Mandalay,Member,Female,"Home and lifestyle","Credit card"
314-23-4520,Naypyitaw,Member,Male,"Health and beauty",Cash
210-30-7976,Mandalay,Member,Female,"Fashion accessories",Ewallet
585-86-8361,Yangon,Normal,Female,"Food and beverages","Credit card"
807-14-7833,Yangon,Member,Female,"Electronic accessories",Ewallet
775-72-1988,Mandalay,Normal,Male,"Home and lifestyle",Ewallet
288-38-3758,Naypyitaw,Member,Female,"Fashion accessories",Ewallet
652-43-6591,Yangon,Normal,Female,"Fashion accessories","Credit card"
785-96-0615,Mandalay,Member,Female,"Electronic accessories",Ewallet
406-46-7107,Yangon,Normal,Female,"Home and lifestyle",Cash
250-17-5703,Yangon,Member,Male,"Food and beverages",Ewallet
156-95-3964,Yangon,Normal,Female,"Food and beverages",Ewallet
842-40-8179,Mandalay,Member,Female,"Food and beverages","Credit card"
525-09-8450,Mandalay,Normal,Male,"Electronic accessories","Credit card"
410-67-1709,Yangon,Member,Female,"Fashion accessories",Ewallet
587-73-4862,Yangon,Member,Female,"Health and beauty",Ewallet
787-87-2010,Yangon,Member,Male,"Health and beauty","Credit card"
593-14-4239,Mandalay,Normal,Female,"Home and lifestyle",Ewallet
801-88-0346,Naypyitaw,Normal,Female,"Fashion accessories","Credit card"
388-76-2555,Mandalay,Normal,Male,"Sports and travel",Cash
711-31-1234,Mandalay,Normal,Female,"Electronic accessories",Cash
886-54-6089,Yangon,Normal,Female,"Home and lifestyle",Cash
707-32-7409,Mandalay,Member,Female,"Sports and travel",Ewallet
759-98-4285,Naypyitaw,Member,Female,"Health and beauty","Credit card"
201-63-8275,Naypyitaw,Member,Female,"Sports and travel",Ewallet
471-06-8611,Naypyitaw,Normal,Female,"Food and beverages","Credit card"
200-16-5952,Naypyitaw,Member,Male,"Food and beverages",Cash
120-54-2248,Mandalay,Normal,Female,"Food and beverages","Credit card"
102-77-2261,Naypyitaw,Member,Male,"Health and beauty","Credit card"
875-31-8302,Mandalay,Normal,Male,"Sports and travel",Cash
102-06-2002,Naypyitaw,Member,Male,"Sports and travel",Cash
457-94-0464,Mandalay,Member,Male,"Electronic accessories",Ewallet
629-42-4133,Naypyitaw,Normal,Male,"Health and beauty",Cash
534-53-3526,Yangon,Normal,Female,"Sports and travel",Ewallet
307-04-2070,Yangon,Member,Female,"Fashion accessories","Credit card"
468-99-7231,Naypyitaw,Normal,Female,"Home and lifestyle",Cash
516-77-6464,Naypyitaw,Member,Female,"Health and beauty",Ewallet
404-91-5964,Yangon,Normal,Male,"Electronic accessories","Credit card"
886-77-9084,Naypyitaw,Normal,Male,"Electronic accessories",Ewallet
790-38-4466,Naypyitaw,Normal,Female,"Health and beauty","Credit card"
704-10-4056,Naypyitaw,Member,Male,"Health and beauty","Credit card"
497-37-6538,Yangon,Normal,Male,"Sports and travel",Ewallet
651-96-5970,Yangon,Normal,Male,"Fashion accessories","Credit card"
400-80-4065,Naypyitaw,Member,Male,"Health and beauty","Credit card"
744-16-7898,Mandalay,Normal,Female,"Home and lifestyle","Credit card"
263-12-5321,Yangon,Member,Male,"Electronic accessories","Credit card"
702-72-0487,Yangon,Normal,Female,"Electronic accessories","Credit card"
605-83-1050,Mandalay,Normal,Male,"Fashion accessories",Ewallet
443-60-9639,Naypyitaw,Member,Female,"Home and lifestyle",Cash
864-24-7918,Yangon,Member,Female,"Sports and travel",Cash
359-94-5395,Mandalay,Normal,Male,"Health and beauty","Credit card"
401-09-4232,Naypyitaw,Member,Male,"Home and lifestyle",Ewallet
751-15-6198,Mandalay,Normal,Male,"Sports and travel",Ewallet
324-41-6833,Naypyitaw,Member,Female,"Electronic accessories",Ewallet
474-33-8305,Naypyitaw,Member,Male,"Fashion accessories",Ewallet
759-29-9521,Yangon,Member,Female,"Fashion accessories",Cash
831-81-6575,Mandalay,Member,Female,"Electronic accessories",Cash
220-68-6701,Yangon,Normal,Female,"Home and lifestyle",Cash
618-34-8551,Yangon,Normal,Female,"Sports and travel","Credit card"
257-60-7754,Yangon,Normal,Female,"Electronic accessories",Cash
559-61-5987,Mandalay,Normal,Female,"Health and beauty",Cash
189-55-2313,Naypyitaw,Normal,Female,"Fashion accessories",Ewallet
565-91-4567,Mandalay,Normal,Male,"Health and beauty",Ewallet
380-60-5336,Yangon,Normal,Female,"Electronic accessories","Credit card"
815-04-6282,Naypyitaw,Member,Female,"Sports and travel","Credit card"
674-56-6360,Yangon,Normal,Male,"Electronic accessories",Cash
778-34-2523,Yangon,Member,Female,"Electronic accessories",Cash
499-27-7781,Mandalay,Normal,Female,"Food and beverages",Ewallet
477-59-2456,Naypyitaw,Normal,Female,"Fashion accessories",Cash
832-51-6761,Yangon,Normal,Male,"Food and beverages",Ewallet
869-11-3082,Mandalay,Member,Male,"Health and beauty","Credit card"
190-59-3964,Mandalay,Member,Male,"Food and beverages","Credit card"
366-43-6862,Mandalay,Normal,Male,"Electronic accessories",Ewallet
186-43-8965,Yangon,Member,Female,"Home and lifestyle","Credit card"
784-21-9238,Naypyitaw,Member,Male,"Sports and travel",Cash
276-75-6884,Yangon,Normal,Female,"Health and beauty",Cash
